price,developer,id,release_date_anio
5.99,Owlbear,380860,2017
9.99,Blue Tea Games,578320,2017
9.99,Blue Tea Games,578320,2017
9.99,Super Squared,576280,2017
9.99,Super Squared,576280,2017
9.99,Super Squared,576280,2017
9.99,Super Squared,576280,2017
3.99,Digitized Organism,555890,2017
3.99,Digitized Organism,555890,2017
3.99,Digitized Organism,555890,2017
3.99,Digitized Organism,555890,2017
14.99,Atelier Melon-Kissa,477720,2017
14.99,Atelier Melon-Kissa,477720,2017
14.99,Atelier Melon-Kissa,477720,2017
14.99,Atelier Melon-Kissa,477720,2017
4.99,Frozen Flame,579920,2017
4.99,Frozen Flame,579920,2017
4.99,Frozen Flame,579920,2017
2.99,Trazzy Entertainment,567600,2017
2.99,Trazzy Entertainment,567600,2017
2.99,Trazzy Entertainment,567600,2017
7.99,Warfare Studios,552570,2017
7.99,Warfare Studios,552570,2017
7.99,Warfare Studios,552570,2017
7.99,Warfare Studios,552570,2017
0.0,"storyk21674,STILILA,貓蛋",573770,2016
0.0,"storyk21674,STILILA,貓蛋",573770,2016
0.0,"storyk21674,STILILA,貓蛋",573770,2016
0.0,"storyk21674,STILILA,貓蛋",573770,2016
6.99,Atelier Melon-Kissa,551510,2017
6.99,Atelier Melon-Kissa,551510,2017
6.99,Atelier Melon-Kissa,551510,2017
6.99,Atelier Melon-Kissa,551510,2017
3.99,Atelier Melon-Kissa,580460,2017
3.99,Atelier Melon-Kissa,580460,2017
3.99,Atelier Melon-Kissa,580460,2017
3.99,Atelier Melon-Kissa,580460,2017
4.99,"Jackbox Games, Inc.",577930,2017
4.99,"Jackbox Games, Inc.",577930,2017
4.99,"Jackbox Games, Inc.",577930,2017
14.99,The Behemoth,291860,2017
14.99,The Behemoth,291860,2017
14.99,The Behemoth,291860,2017
14.99,The Behemoth,291860,2017
14.99,The Behemoth,291860,2017
4.99,"Jackbox Games, Inc.",577810,2017
4.99,"Jackbox Games, Inc.",577810,2017
4.99,"Jackbox Games, Inc.",577810,2017
9.99,bool games;,460210,2017
9.99,bool games;,460210,2017
9.99,bool games;,460210,2017
9.99,bool games;,460210,2017
9.99,bool games;,460210,2017
4.99,David Simpson,520646,2017
4.99,David Simpson,520646,2017
4.99,David Simpson,520646,2017
9.99,"Stardock Entertainment,Oxide Games",520641,2017
9.99,"Stardock Entertainment,Oxide Games",520641,2017
9.99,"Stardock Entertainment,Oxide Games",520641,2017
7.99,Søren Trautner Madsen,567890,2017
7.99,Søren Trautner Madsen,567890,2017
7.99,Søren Trautner Madsen,567890,2017
0.99,Heaven Brotherhood,577740,2017
0.99,Heaven Brotherhood,577740,2017
0.99,Heaven Brotherhood,577740,2017
0.0,dlan,495750,2014
0.0,dlan,495750,2014
0.0,Brzezinski,576350,2016
1.99,ATTACK MOUNTAIN,578400,2017
1.99,ATTACK MOUNTAIN,578400,2017
1.99,ATTACK MOUNTAIN,578400,2017
0.0,Double Coconut,545650,2017
0.0,Double Coconut,545650,2017
0.0,Double Coconut,545650,2017
3.99,Get Color Games,567370,2017
4.99,Gradual Games,569590,2016
4.99,Gradual Games,569590,2016
4.99,Gradual Games,569590,2016
2.99,Flynns Arcade,580160,2017
2.99,Flynns Arcade,580160,2017
2.99,Flynns Arcade,580160,2017
19.99,Eisenbahnwerk,376969,2017
9.99,"Asmodee Digital,Playsoft",556180,2017
12.99,Cascade Game Foundry SPC,305700,2017
12.99,Cascade Game Foundry SPC,305700,2017
12.99,Cascade Game Foundry SPC,305700,2017
12.99,Cascade Game Foundry SPC,305700,2017
14.99,Virtavia,500239,2017
5.99,Upineleed,575080,2017
5.99,Upineleed,575080,2017
0.99,Quiet River,575640,2017
0.99,Quiet River,575640,2017
0.99,The_Kiddy,550670,2016
0.99,The_Kiddy,550670,2016
0.99,The_Kiddy,550670,2016
0.99,The_Kiddy,550670,2016
3.99,DL Softworks,577311,2017
3.99,DL Softworks,577311,2017
3.99,DL Softworks,577311,2017
3.99,DL Softworks,577311,2017
3.99,DL Softworks,577311,2017
3.99,DL Softworks,577311,2017
3.99,DL Softworks,577311,2017
4.99,Kent Hudson,577540,2017
4.99,Kent Hudson,577540,2017
4.99,Kent Hudson,577540,2017
4.99,DL Softworks,577312,2017
4.99,DL Softworks,577312,2017
4.99,DL Softworks,577312,2017
4.99,DL Softworks,577312,2017
4.99,DL Softworks,577312,2017
4.99,DL Softworks,577312,2017
4.99,DL Softworks,577312,2017
4.99,DL Softworks,577312,2017
2.99,Acuze Interactives,455710,2017
2.99,Acuze Interactives,455710,2017
2.99,Acuze Interactives,455710,2017
2.99,DL Softworks,577310,2017
2.99,DL Softworks,577310,2017
2.99,DL Softworks,577310,2017
2.99,DL Softworks,577310,2017
2.99,DL Softworks,577310,2017
2.99,DL Softworks,577310,2017
2.99,DL Softworks,577310,2017
0.99,Brogames,576540,2017
0.99,Brogames,576540,2017
0.99,Brogames,576540,2017
5.99,Low Magic Studios,576770,2017
5.99,Low Magic Studios,576770,2017
5.99,Low Magic Studios,576770,2017
5.99,Low Magic Studios,576770,2017
5.99,Low Magic Studios,576770,2017
5.99,Low Magic Studios,576770,2017
0.99,Blaiz Entertainment,578260,2017
0.99,Blaiz Entertainment,578260,2017
4.99,DL Softworks,577400,2017
4.99,DL Softworks,577400,2017
4.99,DL Softworks,577400,2017
4.99,DL Softworks,577400,2017
4.99,DL Softworks,577400,2017
4.99,DL Softworks,577400,2017
4.99,DL Softworks,577400,2017
14.99,Toposim,536571,2017
10.99,Toposim,536570,2017
4.99,Tabc3dd,556250,2017
4.99,Tabc3dd,556250,2017
4.99,Tabc3dd,556250,2017
49.99,BANDAI NAMCO Studios Inc.,429660,2017
49.99,BANDAI NAMCO Studios Inc.,429660,2017
9.99,Alawar Entertainment,569140,2017
9.99,Alawar Entertainment,569140,2017
2.99,SCS Software,388471,2017
2.99,SCS Software,388471,2017
3.99,Adam Hebert,566200,2017
3.99,Adam Hebert,566200,2017
3.99,Adam Hebert,566200,2017
3.99,Adam Hebert,566200,2017
1.99,Ultima Games,564260,2017
1.99,Ultima Games,564260,2017
1.99,Ultima Games,564260,2017
4.99,Warfare Studios,555410,2017
4.99,Warfare Studios,555410,2017
4.99,Warfare Studios,555410,2017
4.99,Warfare Studios,555410,2017
4.99,Warfare Studios,555410,2017
9.99,Games by Brundle,565330,2017
6.99,Deadspot Games,569360,2017
6.99,Deadspot Games,569360,2017
1.99,Cleiton Oliveira,548720,2017
1.99,Cleiton Oliveira,548720,2017
1.99,Cleiton Oliveira,548720,2017
9.99,Crynosaurs,555400,2017
9.99,Crynosaurs,555400,2017
9.99,Crynosaurs,555400,2017
9.99,Crynosaurs,555400,2017
5.99,Solid Core,437730,2017
5.99,Solid Core,437730,2017
5.99,Solid Core,437730,2017
5.99,Solid Core,437730,2017
5.99,Solid Core,437730,2017
5.99,Solid Core,437730,2017
1.99,Mihan0id,574630,2017
1.99,Mihan0id,574630,2017
1.99,Mihan0id,574630,2017
1.99,Mihan0id,574630,2017
19.99,Love Conquers All Games,560000,2016
11.99,EJRGames,563250,2017
11.99,EJRGames,563250,2017
11.99,EJRGames,563250,2017
6.99,Love Conquers All Games,576920,2017
0.99,Snowdon Games,531520,2014
0.99,Snowdon Games,531520,2014
0.99,Snowdon Games,531520,2014
2.99,Permafrost Studio,521230,2017
2.99,Permafrost Studio,521230,2017
2.99,Permafrost Studio,521230,2017
9.99,HeR Interactive,572740,2004
1.99,Noclip,578200,2017
1.99,Noclip,578200,2017
1.99,Noclip,578200,2017
1.99,Noclip,578200,2017
3.99,Xoron GmbH,569050,2017
1.99,Blind Recluse,576730,2017
1.99,Blind Recluse,576730,2017
4.99,Bartosz Bojarowski,533170,2017
0.99,Logic tree,468540,2017
0.99,Logic tree,468540,2017
0.99,Logic tree,468540,2017
9.99,Elefun Games,568160,2017
9.99,Elefun Games,568160,2017
2.99,Vyacheslav Shilikhin,574810,2017
2.99,Vyacheslav Shilikhin,574810,2017
2.99,Vyacheslav Shilikhin,574810,2017
2.99,Vyacheslav Shilikhin,574810,2017
0.99,"Stenner Studios,Killbox Graphics",574970,2017
0.99,"Stenner Studios,Killbox Graphics",574970,2017
0.99,"Stenner Studios,Killbox Graphics",574970,2017
0.99,"Stenner Studios,Killbox Graphics",574970,2017
0.99,"Stenner Studios,Killbox Graphics",574971,2017
0.99,"Stenner Studios,Killbox Graphics",574971,2017
0.99,"Stenner Studios,Killbox Graphics",574971,2017
0.99,"Stenner Studios,Killbox Graphics",574971,2017
5.99,Solomakha Taras,568670,2017
5.99,Solomakha Taras,568670,2017
5.99,Solomakha Taras,568670,2017
5.99,Solomakha Taras,568670,2017
3.99,"Egor Magurin,Eugene Radaev",526740,2016
3.99,"Egor Magurin,Eugene Radaev",526740,2016
6.99,Tomlab Games,568320,2017
6.99,Tomlab Games,568320,2017
0.0,SAGENCY,547820,2017
0.0,SAGENCY,547820,2017
0.0,SAGENCY,547820,2017
0.0,SAGENCY,547820,2017
9.99,Funghisoft,576030,2017
9.99,Funghisoft,576030,2017
3.99,Windam,576800,2017
3.99,Windam,576800,2017
3.99,Windam,576800,2017
3.99,Windam,576800,2017
2.99,Nylund Games,561010,2017
2.99,Nylund Games,561010,2017
0.99,RandomSpin,574640,2017
0.99,RandomSpin,574640,2017
6.99,Laser Dog,437390,2017
6.99,Laser Dog,437390,2017
6.99,Laser Dog,437390,2017
3.99,Applava,516410,2017
3.99,Applava,516410,2017
3.99,Applava,516410,2017
3.99,Applava,516410,2017
1.99,NHLislive,564900,2017
19.99,"Rainbow Studios,THQ Nordic",430324,2017
19.99,"Rainbow Studios,THQ Nordic",430324,2017
19.99,"Rainbow Studios,THQ Nordic",430324,2017
5.99,Milestone S.r.l.,515130,2017
5.99,Milestone S.r.l.,515130,2017
5.99,Milestone S.r.l.,515130,2017
9.99,Ubisoft Entertainment,470220,2016
0.99,Anvate Games,565310,2017
2.99,Ubisoft Entertainment,560940,2016
2.99,Ubisoft Entertainment,560941,2016
3.99,LYS,571550,2017
3.99,LYS,571550,2017
3.99,LYS,571550,2017
3.99,LYS,571550,2017
3.99,Acuze Interactives,562240,2017
3.99,Acuze Interactives,562240,2017
2.99,Dosane Games,461730,2017
2.99,Dosane Games,461730,2017
2.99,Dosane Games,461730,2017
2.99,Dosane Games,461730,2017
1.99,Mihan0id,574620,2016
1.99,Mihan0id,574620,2016
1.99,Mihan0id,574620,2016
1.99,Mihan0id,574620,2016
0.99,Amaterasu Software,540900,2017
0.99,Amaterasu Software,540900,2017
0.99,Amaterasu Software,540900,2017
3.99,Rza Ibrahimov,567620,2016
3.99,Rza Ibrahimov,567620,2016
3.99,Rza Ibrahimov,567620,2016
0.0,White Sparkle Games,534190,2017
0.0,White Sparkle Games,534190,2017
0.0,White Sparkle Games,534190,2017
0.0,White Sparkle Games,534190,2017
3.99,natahem,520080,2017
3.99,natahem,520080,2017
3.99,natahem,520080,2017
4.99,Zenrok Studios,434300,2017
4.99,Zenrok Studios,434300,2017
4.99,Zenrok Studios,434300,2017
4.99,Zenrok Studios,434300,2017
7.99,10tons Ltd,550440,2012
7.99,10tons Ltd,550440,2012
7.99,10tons Ltd,550440,2012
4.99,exagongames,444490,2016
4.99,exagongames,444490,2016
4.99,exagongames,444490,2016
1.99,Indie Game Group,575490,2016
1.99,Indie Game Group,575490,2016
4.99,Lasmelan,519020,2016
4.99,Lasmelan,519020,2016
4.99,Elite Games Ltd,490910,2016
4.99,Elite Games Ltd,490910,2016
4.99,Elite Games Ltd,490910,2016
4.99,Elite Games Ltd,490910,2016
4.99,Elite Games Ltd,490910,2016
0.99,Meepower,573210,2016
0.99,Meepower,573210,2016
0.99,Meepower,573210,2016
0.99,Meepower,573210,2016
0.99,Meepower,573210,2016
0.0,DL Softworks,574990,2016
0.0,DL Softworks,574990,2016
0.0,DL Softworks,574990,2016
0.0,DL Softworks,574990,2016
0.0,DL Softworks,574990,2016
0.0,DL Softworks,574990,2016
0.0,DL Softworks,574990,2016
1.99,BulatHard,574030,2016
1.99,BulatHard,574030,2016
1.99,BulatHard,574030,2016
1.99,BulatHard,574030,2016
39.99,Cosmi,372980,2015
0.99,Michaela Laws,568020,2015
0.99,Michaela Laws,568020,2015
0.99,Michaela Laws,568020,2015
0.0,David Cross,547540,2016
0.0,David Cross,547540,2016
0.0,"Visual Wordplay,Godline",549770,2016
0.0,"Visual Wordplay,Godline",549770,2016
0.0,HoCWar,512560,2016
0.0,HoCWar,512560,2016
0.0,HoCWar,512560,2016
0.0,LEVER Software,574680,2016
0.0,LEVER Software,574680,2016
0.0,LEVER Software,574680,2016
6.99,FLYNET STUDIOS,566560,2016
6.99,FLYNET STUDIOS,566560,2016
6.99,FLYNET STUDIOS,566560,2016
6.99,Grey Alien Games,572760,2016
1.99,Eridanus Studio,507340,2016
1.99,Eridanus Studio,507340,2016
14.99,Bittersweet Entertainment,573640,2016
14.99,Bittersweet Entertainment,573640,2016
12.99,"Mindware Co.,Ltd.",514570,2016
12.99,"Mindware Co.,Ltd.",514570,2016
12.99,"Mindware Co.,Ltd.",514570,2016
14.99,Bittersweet Entertainment,572400,2016
14.99,Bittersweet Entertainment,572400,2016
0.0,"Media Impact Co.,Ltd",558680,2016
0.0,"Media Impact Co.,Ltd",558680,2016
0.0,"Media Impact Co.,Ltd",558680,2016
12.99,QUByte Interactive,557040,2016
12.99,QUByte Interactive,557040,2016
4.99,WindThunder Studio,571670,2016
4.99,WindThunder Studio,571670,2016
4.99,WindThunder Studio,571670,2016
16.99,rakusomoku,558010,2016
6.48,WindThunder Studio,537990,2016
6.48,WindThunder Studio,537990,2016
6.48,WindThunder Studio,537990,2016
0.0,GameTop.com,556720,2016
4.99,Cybertime System,572470,2016
4.99,Cybertime System,572470,2016
4.99,Cybertime System,572470,2016
4.99,Cybertime System,572470,2016
4.99,Cybertime System,572390,2016
4.99,Cybertime System,572390,2016
4.99,Cybertime System,572390,2016
4.99,Cybertime System,572390,2016
4.99,Cybertime System,572420,2016
4.99,Cybertime System,572420,2016
4.99,Cybertime System,572420,2016
4.99,Cybertime System,572420,2016
5.99,Cybertime System,572930,2016
5.99,Cybertime System,572930,2016
5.99,Cybertime System,572930,2016
5.99,Cybertime System,572930,2016
6.99,Cybertime System,572490,2016
6.99,Cybertime System,572490,2016
6.99,Cybertime System,572490,2016
6.99,Cybertime System,572490,2016
7.99,Cybertime System,573150,2016
7.99,Cybertime System,573150,2016
7.99,Cybertime System,573150,2016
7.99,Cybertime System,573150,2016
8.99,WinterCell Studios,500420,2016
8.99,WinterCell Studios,500420,2016
8.99,WinterCell Studios,500420,2016
9.99,AGP::Studios,398120,2016
9.99,AGP::Studios,398120,2016
9.99,AGP::Studios,398120,2016
9.99,AGP::Studios,398120,2016
9.99,AGP::Studios,398120,2016
0.99,GamersHype Productions,569740,2016
0.99,GamersHype Productions,569740,2016
0.99,GamersHype Productions,569740,2016
0.99,GamersHype Productions,569740,2016
0.99,GamersHype Productions,569740,2016
8.99,Crate Entertainment,565610,2016
8.99,Crate Entertainment,565610,2016
8.99,Crate Entertainment,565610,2016
8.99,Crate Entertainment,565610,2016
4.99,btf GmbH,567010,2016
0.0,Puuba,567900,2016
0.0,Puuba,567900,2016
0.0,Puuba,567900,2016
1.99,Anvate Games,545590,2016
9.99,Flying Mollusk,572750,2016
9.99,Flying Mollusk,572750,2016
6.99,Play Native Entertainment,451990,2016
6.99,Play Native Entertainment,451990,2016
6.99,Play Native Entertainment,451990,2016
6.99,Play Native Entertainment,451990,2016
0.99,"Trek Industries, Inc",407840,2015
0.99,"Trek Industries, Inc",407840,2015
0.99,"Trek Industries, Inc",407840,2015
12.99,Spicy Tails,527190,2016
12.99,Spicy Tails,527190,2016
0.99,"Halisson,badchrono",572190,2016
0.99,"Halisson,badchrono",572190,2016
0.99,"Halisson,badchrono",572190,2016
9.99,Liz-Arts,570800,2016
9.99,Liz-Arts,570800,2016
9.99,Liz-Arts,570800,2016
0.0,Zoink Games,566910,2016
0.0,Zoink Games,566910,2016
0.0,Zoink Games,566910,2016
4.99,TheBlavas,569490,2016
4.99,TheBlavas,569490,2016
4.99,TheBlavas,569490,2016
6.99,Hell Squirrel Games,557580,2016
6.99,Hell Squirrel Games,557580,2016
6.99,Hell Squirrel Games,557580,2016
6.99,Hell Squirrel Games,557580,2016
2.99,chrisizeful,547210,2016
2.99,chrisizeful,547210,2016
0.0,Easy Game Station,571440,2016
1.99,DoshMallow Games,542280,2016
1.99,DoshMallow Games,542280,2016
1.99,DoshMallow Games,542280,2016
4.99,Skot Leach,557570,2016
8.99,ExperaGameStudio,500320,2016
8.99,ExperaGameStudio,500320,2016
0.0,Artogon,545820,2016
0.0,Artogon,545820,2016
0.0,Artogon,545820,2016
9.99,Turbulon Interactive,512700,2016
9.99,Turbulon Interactive,512700,2016
9.99,Turbulon Interactive,512700,2016
4.99,Apology Games,556090,2016
4.99,Apology Games,556090,2016
4.99,"Firaxis,Aspyr (Mac, Linux)",512032,2016
4.99,"Firaxis,Aspyr (Mac, Linux)",512033,2016
19.99,WayForward,253840,2016
19.99,WayForward,253840,2016
19.99,WayForward,253840,2016
2.99,PixelMouse,569610,2016
2.99,PixelMouse,569610,2016
2.99,PixelMouse,569610,2016
2.99,PixelMouse,569610,2016
9.99,bumblebee,534910,2016
9.99,bumblebee,534910,2016
9.99,bumblebee,534910,2016
4.99,Days of Wonder,350272,2016
4.99,Days of Wonder,350272,2016
4.99,Days of Wonder,350272,2016
0.0,Lince Works,564400,2016
0.0,Lince Works,564400,2016
0.0,Lince Works,564400,2016
2.99,BYCODEC TEKNOLOJI LTD,535280,2016
2.99,BYCODEC TEKNOLOJI LTD,535280,2016
2.99,BYCODEC TEKNOLOJI LTD,535280,2016
2.99,BYCODEC TEKNOLOJI LTD,535280,2016
8.99,Serzhantov Aleksandr,559900,2016
2.99,Stepanov Dmitriy,569520,2016
2.99,Stepanov Dmitriy,569520,2016
9.99,Little World Studio,564340,2016
6.99,Absolutist Ltd.,491020,2016
6.99,Absolutist Ltd.,491020,2016
6.99,Absolutist Ltd.,491020,2016
4.99,Blue Comet Games,546610,2016
4.99,Blue Comet Games,546610,2016
4.99,Blue Comet Games,546610,2016
4.99,Blue Comet Games,546610,2016
9.99,"Den-fami Nico Game Magazine,Makoto Sanada",537110,2016
9.99,"Den-fami Nico Game Magazine,Makoto Sanada",537110,2016
9.99,"Den-fami Nico Game Magazine,Makoto Sanada",537110,2016
7.99,Sebastien Bini,531601,2016
7.99,Sebastien Bini,531601,2016
2.99,Nicholas Fisher,555250,2016
1.99,Bruno Freitas,568200,2016
1.99,Bruno Freitas,568200,2016
34.99,Trend Redaktions- und Verlagsgesellschaft mbH,541270,2016
9.99,ERS G Studios,565630,2016
9.99,ERS G Studios,565630,2016
7.99,Juniper Theory,564140,2017
7.99,Juniper Theory,564140,2017
7.99,Juniper Theory,564140,2017
0.99,Fascimania,571820,2016
0.99,Fascimania,571820,2016
0.99,Fascimania,571820,2016
3.99,GuraShop,568340,2016
3.99,GuraShop,568340,2016
9.99,"SkyBox Labs,Forgotten Empires",488060,2016
8.99,Dinan Studios,565540,2016
8.99,Dinan Studios,565540,2016
2.99,Antoine Bilodeau,516120,2016
2.99,Antoine Bilodeau,516120,2016
2.99,Antoine Bilodeau,516120,2016
0.99,Thomas Bernatchez,570450,2016
0.99,Thomas Bernatchez,570450,2016
0.99,Thomas Bernatchez,570450,2016
2.99,khos85,432270,2016
2.99,khos85,432270,2016
2.99,khos85,432270,2016
2.99,Black Fox Pavilion,542700,2016
2.99,Black Fox Pavilion,542700,2016
2.99,Black Fox Pavilion,542700,2016
2.99,Black Fox Pavilion,542700,2016
2.99,Black Fox Pavilion,542700,2016
0.0,"CAPCOM Co., Ltd.",530620,2016
0.0,"CAPCOM Co., Ltd.",530620,2016
1.99,Teawork Dev,568500,2016
1.99,Teawork Dev,568500,2016
1.99,Nova D,495740,2016
1.99,Nova D,495740,2016
1.99,Nova D,495740,2016
1.99,Nova D,495740,2016
1.99,Nova D,495740,2016
1.99,Nova D,495740,2016
1.99,Nova D,495740,2016
2.99,Lokator Studio,521580,2016
9.99,Elephant Games,565600,2016
9.99,Elephant Games,565600,2016
9.99,7 Generation Games,529610,2016
9.99,7 Generation Games,529610,2016
0.0,NIMONIX,357500,2016
0.0,NIMONIX,357500,2016
0.0,DL Softworks,569400,2016
0.0,DL Softworks,569400,2016
0.0,DL Softworks,569400,2016
0.0,DL Softworks,569400,2016
0.0,DL Softworks,569400,2016
0.0,DL Softworks,569400,2016
0.0,DL Softworks,569400,2016
0.0,DL Softworks,569400,2016
0.0,Fox Dawn,557810,2016
0.99,Digital Melody,554800,2016
0.99,Digital Melody,554800,2016
0.99,Digital Melody,554800,2016
19.99,Project Moon,568220,2016
19.99,Project Moon,568220,2016
19.99,Project Moon,568220,2016
9.99,Agrostemma,569380,2016
9.99,Agrostemma,569380,2016
14.99,Great Boolean,518040,2016
14.99,Great Boolean,518040,2016
14.99,Broken Desk,521510,2016
14.99,Broken Desk,521510,2016
14.99,Broken Desk,521510,2016
14.99,Broken Desk,521510,2016
0.99,10101 Software,553570,2016
4.99,Orange_Juice,560050,2016
4.99,Orange_Juice,560050,2016
9.99,Light Arc Studio Ltd,568370,2016
9.99,Light Arc Studio Ltd,568370,2016
9.99,Light Arc Studio Ltd,568370,2016
2.99,Stately Snail,562570,2016
2.99,Stately Snail,562570,2016
9.99,Stormtide,514670,2016
9.99,Stormtide,514670,2016
3.99,Choice of Games,568610,2016
3.99,Choice of Games,568610,2016
3.99,Choice of Games,568610,2016
3.99,Petroglyph,550710,2016
3.99,Petroglyph,550710,2016
3.99,Petroglyph,550710,2016
14.99,Lunatic Pixels,516890,2016
14.99,Lunatic Pixels,516890,2016
14.99,Lunatic Pixels,516890,2016
14.99,Lunatic Pixels,516890,2016
19.99,System Era Softworks,361420,2016
19.99,System Era Softworks,361420,2016
19.99,System Era Softworks,361420,2016
2.99,"peakvox,O-TWO inc.",552210,2016
2.99,"peakvox,O-TWO inc.",552210,2016
2.99,"peakvox,O-TWO inc.",552210,2016
2.99,Pixeljam,546550,2016
2.99,Pixeljam,546550,2016
14.99,Crystice Softworks,496450,2016
14.99,Crystice Softworks,496450,2016
14.99,Crystice Softworks,496450,2016
7.99,Andreil Game,554590,2016
2.99,WeersProductions,566550,2016
2.99,WeersProductions,566550,2016
1.99,SCS Software,566890,2016
1.99,SCS Software,566890,2016
0.99,Choice of Games,568630,2016
0.99,Choice of Games,568630,2016
0.99,Choice of Games,568630,2016
17.99,Virtavia,500232,2016
99.99,CyberLink,501620,2016
99.99,CyberLink,501620,2016
99.99,CyberLink,501620,2016
99.99,CyberLink,501620,2016
99.99,CyberLink,501620,2016
0.0,Tuwi Michael Nannings,560260,2016
0.0,Tuwi Michael Nannings,560260,2016
4.99,Gammosaur,448550,2016
4.99,Gammosaur,448550,2016
1.99,疯王子,543140,2016
1.99,疯王子,543140,2016
1.99,疯王子,543140,2016
9.99,Frontwing,532770,2016
9.99,Frontwing,532770,2016
9.99,Frontwing,551790,2016
14.99,Dragom,563440,2016
14.99,Dragom,563440,2016
5.99,Seycara Music and Arts,562891,2016
5.99,Seycara Music and Arts,562891,2016
5.99,Seycara Music and Arts,562891,2016
2.99,Raxasoft Games,565110,2016
2.99,Raxasoft Games,565110,2016
1.99,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis",552800,2016
1.99,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis",552800,2016
1.99,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis",552800,2016
1.99,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis",552800,2016
2.99,"peakvox,O-TWO inc.",552200,2016
2.99,"peakvox,O-TWO inc.",552200,2016
2.99,"peakvox,O-TWO inc.",552200,2016
9.99,Impressions Games,566050,2016
9.99,Impressions Games,564530,1999
9.99,Impressions Games,564530,1999
39.99,Dovetail Games,448190,2016
14.99,Ian Snyder,546100,2016
14.99,Ian Snyder,546100,2016
14.99,Ian Snyder,546100,2016
0.99,Monster Games,561812,2016
0.99,Monster Games,561810,2016
4.99,Monster Games,561815,2016
4.99,Monster Games,561814,2016
0.0,Monster Games,561816,2016
0.0,Monster Games,561811,2016
7.99,Dungeoneering Studios,431870,2016
7.99,Dungeoneering Studios,431870,2016
7.99,Dungeoneering Studios,431870,2016
7.99,Dungeoneering Studios,431870,2016
9.99,WeMade,565000,2016
9.99,WeMade,565000,2016
9.99,WeMade,565000,2016
24.99,WeMade,565001,2016
24.99,WeMade,565001,2016
24.99,WeMade,565001,2016
44.99,WeMade,565002,2016
44.99,WeMade,565002,2016
44.99,WeMade,565002,2016
12.99,SharkByte Studio,522890,2016
12.99,SharkByte Studio,522890,2016
5.99,Sokpop Collective,561190,2016
12.99,Virtavia,491494,2016
0.99,goonswarm,562660,2016
0.99,goonswarm,562660,2016
9.99,Sunward Games,504000,2016
9.99,Sunward Games,504000,2016
5.99,PyroTechnix,564960,1998
5.99,Yosemite Entertainment,560350,1995
5.99,Yosemite Entertainment,560350,1995
5.99,Yosemite Entertainment,560350,1995
4.99,"Quantum Phoenix Studio,Dennis Esie",546700,2016
4.99,"Quantum Phoenix Studio,Dennis Esie",546700,2016
4.99,"Quantum Phoenix Studio,Dennis Esie",546700,2016
12.99,"KOEI TECMO GAMES CO., LTD.",544990,2016
12.99,"KOEI TECMO GAMES CO., LTD.",545000,2016
12.99,"KOEI TECMO GAMES CO., LTD.",521670,2016
14.99,JB Gaming Inc.,555720,2016
14.99,JB Gaming Inc.,555720,2016
14.99,JB Gaming Inc.,555720,2016
9.99,Nick Everlith,545720,2016
9.99,Nick Everlith,545720,2016
9.99,Nick Everlith,545720,2016
9.99,Nick Everlith,545720,2016
59.99,ARTDINK,492090,2016
2.99,3Division,549970,2016
2.99,3Division,549970,2016
2.99,3Division,549970,2016
2.99,3Division,549970,2016
11.99,ICE Entertainment,557350,2016
11.99,ICE Entertainment,557350,2016
11.99,ICE Entertainment,557350,2016
0.99,"Quantum Phoenix,Dennis Esie",552760,2016
0.99,"Quantum Phoenix,Dennis Esie",552760,2016
0.99,"Quantum Phoenix,Dennis Esie",552760,2016
4.99,Olly Whillans,552330,2016
2.99,3Division,562820,2016
2.99,3Division,562820,2016
2.99,3Division,562820,2016
2.99,3Division,562820,2016
29.99,ICE Entertainment,557380,2016
29.99,ICE Entertainment,557380,2016
29.99,ICE Entertainment,557380,2016
1.99,Nomad Games,267776,2016
1.99,Nomad Games,267776,2016
1.99,Nomad Games,267776,2016
1.99,Nomad Games,267777,2016
1.99,Nomad Games,267777,2016
1.99,Nomad Games,267777,2016
2.99,Artem Kotov,324520,2016
2.99,Artem Kotov,324520,2016
2.99,Artem Kotov,324520,2016
2.99,3Division,549971,2016
2.99,3Division,549971,2016
2.99,3Division,549971,2016
2.99,3Division,549971,2016
29.99,Arc System Works,520440,2016
4.99,Arc System Works,550330,2016
19.99,Underbite Games,463160,2016
19.99,Underbite Games,463160,2016
19.99,Underbite Games,463160,2016
19.99,"Atom Switch, Inc.",570430,2016
19.99,"Atom Switch, Inc.",570430,2016
2.99,Steve Gabry,541570,2016
2.99,Steve Gabry,541570,2016
11.99,Steve Gabry,567990,2016
11.99,Steve Gabry,567990,2016
4.99,"Pyramid,G.rev Ltd.,Chara-Ani,CAVE Interactive CO.,LTD.",496971,2016
4.99,"Pyramid,G.rev Ltd.,Chara-Ani,CAVE Interactive CO.,LTD.",496972,2016
5.99,Red Dot Games,434900,2016
5.99,Red Dot Games,434900,2016
